url,categories,category_percentages,main_category,cleanup_message
https://en.wikipedia.org/wiki/@midnight,"['2013 American television series debuts', '2017 American television series endings', '2010s American late-night television series', '2010s American comedy game shows', 'Comedy Central late-night programming', 'Comedy Central original programming', 'Improvisational television series', 'Mass media about Internet culture', 'Nerdist Industries', 'Television series about social media', 'Television shows filmed in Los Angeles', 'Television series by Funny or Die', 'Comedy Central game shows', 'American panel games', 'American television series revived after cancellation']","{'Science': 0.09, 'Art': 0.46, 'Culture': 0.46, 'History': 49.45, 'Politics': 28.53, 'Environment': 20.83, 'Technology': 0.09, 'Economics': 0.09}",History,['This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( July 2017 )']
https://en.wikipedia.org/wiki/AFS_Intercultural_Programs,"['Non-profit organizations based in New York (state)', 'Organizations based in Brittany', 'Organizations established in 1915', 'Student exchange', '1915 establishments in France']","{'Science': 0.33, 'Art': 22.99, 'Culture': 22.99, 'History': 26.68, 'Politics': 26.03, 'Environment': 0.33, 'Technology': 0.33, 'Economics': 0.33}",History,"['This article has an unclear citation style . The references used may be made clearer with a different or consistent style of citation and footnoting . ( April 2011 ) ( Learn how and when to remove this message )', ""This article has multiple issues. Please help improve it or discuss these issues on the talk page . ( Learn how and when to remove these messages ) This article may be in need of reorganization to comply with Wikipedia's layout guidelines . Please help by editing the article to make improvements to the overall structure. ( May 2017 ) ( Learn how and when to remove this message ) This article has an unclear citation style . The references used may be made clearer with a different or consistent style of citation and footnoting . ( April 2011 ) ( Learn how and when to remove this message ) This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( July 2016 ) ( Learn how and when to remove this message )"", ""This article may be in need of reorganization to comply with Wikipedia's layout guidelines . Please help by editing the article to make improvements to the overall structure. ( May 2017 ) ( Learn how and when to remove this message )"", 'This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( July 2016 )', 'This section does not cite any sources . Please help improve this section by adding citations to reliable sources . Unsourced material may be challenged and removed . ( June 2024 ) ( Learn how and when to remove this message )']"
https://en.wikipedia.org/wiki/AMOLED,"['Mobile phones', 'Conductive polymers', 'Display technology', 'Molecular electronics', 'Optical diodes', 'Organic electronics']","{'Science': 0.43, 'Art': 2.14, 'Culture': 2.14, 'History': 47.44, 'Politics': 0.43, 'Environment': 46.58, 'Technology': 0.43, 'Economics': 0.43}",History,"['This article contains promotional content . Please help improve it by removing promotional language and inappropriate external links , and by adding encyclopedic text written from a neutral point of view . ( February 2025 ) ( Learn how and when to remove this message )', 'This article has multiple issues. Please help improve it or discuss these issues on the talk page . ( Learn how and when to remove these messages ) This article needs to be updated . Please help update this article to reflect recent events or newly available information. ( May 2025 ) This article contains promotional content . Please help improve it by removing promotional language and inappropriate external links , and by adding encyclopedic text written from a neutral point of view . ( February 2025 ) ( Learn how and when to remove this message ) ( Learn how and when to remove this message )', 'This article needs to be updated . Please help update this article to reflect recent events or newly available information. ( May 2025 )', 'This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( March 2022 )']"
https://en.wikipedia.org/wiki/ARM11,"['ARM processors', '32-bit microprocessors']","{'Science': 1.11, 'Art': 5.56, 'Culture': 45.56, 'History': 43.33, 'Politics': 1.11, 'Environment': 1.11, 'Technology': 1.11, 'Economics': 1.11}",Culture,"['This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 )', 'This list is incomplete ; you can help by adding missing items . ( December 2011 )', 'This section does not cite any sources . Please help improve this section by adding citations to reliable sources . Unsourced material may be challenged and removed . ( November 2015 ) ( Learn how and when to remove this message )']"
https://en.wikipedia.org/wiki/Acornsoft,"['Acorn Computers', 'Video game development companies', 'Video game publishers', 'Video game companies established in 1980', 'Video game companies disestablished in 1986', 'Defunct video game companies of the United Kingdom', '1980 establishments in England', '1986 disestablishments in England', 'British companies disestablished in 1986', 'British companies established in 1980']","{'Science': 0.16, 'Art': 7.24, 'Culture': 7.24, 'History': 42.6, 'Politics': 0.16, 'Environment': 42.27, 'Technology': 0.16, 'Economics': 0.16}",History,"['This article has multiple issues. Please help improve it or discuss these issues on the talk page . ( Learn how and when to remove these messages ) This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( January 2013 ) This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Acornsoft"" – news · newspapers · books · scholar · JSTOR ( January 2013 ) ( Learn how and when to remove this message ) ( Learn how and when to remove this message )', 'This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( January 2013 )', 'This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Acornsoft"" – news · newspapers · books · scholar · JSTOR ( January 2013 ) ( Learn how and when to remove this message )']"
https://en.wikipedia.org/wiki/Adam_Lasus,"['1968 births', 'Living people', 'Record producers from New York (state)', 'People from Mount Kisco, New York']","{'Science': 0.4, 'Art': 1.98, 'Culture': 38.01, 'History': 47.62, 'Politics': 10.8, 'Environment': 0.4, 'Technology': 0.4, 'Economics': 0.4}",History,"['This article contains a list that has not been properly sorted .\xa0Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this article if you can. ( February 2017 )']"
"https://en.wikipedia.org/wiki/Adampur,_Hisar","['Villages in Hisar district', 'Haryana geography stubs']","{'Science': 0.79, 'Art': 39.1, 'Culture': 39.1, 'History': 10.1, 'Politics': 0.79, 'Environment': 8.52, 'Technology': 0.79, 'Economics': 0.79}",Art,"['This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Adampur, Hisar"" – news · newspapers · books · scholar · JSTOR ( May 2020 ) ( Learn how and when to remove this message )', 'This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( April 2021 )']"
https://en.wikipedia.org/wiki/African_diaspora_in_the_Americas,"['African diaspora in North America', 'African diaspora in South America', 'Ethnic groups in the Americas', 'People of African descent', 'Slavery in North America', 'Slavery in South America']","{'Science': 0.26, 'Art': 1.32, 'Culture': 1.32, 'History': 48.41, 'Politics': 47.88, 'Environment': 0.26, 'Technology': 0.26, 'Economics': 0.26}",History,"['This section does not cite any sources . Please help improve this section by adding citations to reliable sources . Unsourced material may be challenged and removed . ( September 2019 ) ( Learn how and when to remove this message )', 'This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2019 )']"
https://en.wikipedia.org/wiki/Aircraft_ground_handling,['Aircraft ground handling'],"{'Science': 38.89, 'Art': 44.44, 'Culture': 6.94, 'History': 4.17, 'Politics': 1.39, 'Environment': 1.39, 'Technology': 1.39, 'Economics': 1.39}",Art,"['This article may contain excessive or irrelevant examples . Please help improve the article by adding descriptive text and removing less pertinent examples . ( October 2021 )', 'This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( October 2021 )', ""This article's lead section may be too short to adequately summarize the key points . Please consider expanding the lead to provide an accessible overview of all important aspects of the article. ( October 2021 )"", 'This section does not cite any sources . Please help improve this section by adding citations to reliable sources . Unsourced material may be challenged and removed . ( March 2025 ) ( Learn how and when to remove this message )', 'This section needs additional citations for verification . Please help improve this article by adding citations to reliable sources in this section. Unsourced material may be challenged and removed. ( March 2025 ) ( Learn how and when to remove this message )']"
https://en.wikipedia.org/wiki/Akwa_Ibom_State,"['Akwa Ibom State', 'States of Nigeria', 'States and territories established in 1987', '1987 establishments in Nigeria']","{'Science': 14.13, 'Art': 36.18, 'Culture': 22.55, 'History': 13.32, 'Politics': 12.31, 'Environment': 0.51, 'Technology': 0.51, 'Economics': 0.51}",Art,['This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( February 2022 )']
https://en.wikipedia.org/wiki/Al-Izhar_Pondok_Labu,"['Schools in Jakarta', 'National Plus schools']","{'Science': 17.84, 'Art': 46.3, 'Culture': 29.38, 'History': 2.78, 'Politics': 0.93, 'Environment': 0.93, 'Technology': 0.93, 'Economics': 0.93}",Art,['This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( December 2016 )']
https://en.wikipedia.org/wiki/Al-Jame-atul-Islamia,"['Madrasas in India', 'Islamic universities and colleges in India', 'Universities and colleges in Uttar Pradesh', 'Ayodhya district', 'Educational institutions established in 1964', '1964 establishments in Uttar Pradesh', 'Barelvi Islamic universities and colleges']","{'Science': 0.24, 'Art': 32.17, 'Culture': 32.17, 'History': 17.59, 'Politics': 17.1, 'Environment': 0.24, 'Technology': 0.24, 'Economics': 0.24}",Art,"['This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( May 2021 )', 'This section does not cite any sources . Please help improve this section by adding citations to reliable sources . Unsourced material may be challenged and removed . ( January 2024 ) ( Learn how and when to remove this message )']"
https://en.wikipedia.org/wiki/Al-Kandari,['Society of Kuwait'],"{'Science': 1.85, 'Art': 42.59, 'Culture': 42.59, 'History': 5.56, 'Politics': 1.85, 'Environment': 1.85, 'Technology': 1.85, 'Economics': 1.85}",Art,"[""This article has multiple issues. Please help improve it or discuss these issues on the talk page . ( Learn how and when to remove these messages ) This article's use of external links may not follow Wikipedia's policies or guidelines . Please improve this article by removing excessive or inappropriate external links, and converting useful links where appropriate into footnote references . ( July 2024 ) ( Learn how and when to remove this message ) This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( July 2024 ) This article may require copy editing for grammar, style, cohesion, tone, or spelling . You can assist by editing it . ( July 2024 ) ( Learn how and when to remove this message ) ( Learn how and when to remove this message )"", 'This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( July 2024 )', 'This article may require copy editing for grammar, style, cohesion, tone, or spelling . You can assist by editing it . ( July 2024 ) ( Learn how and when to remove this message )', ""This article's use of external links may not follow Wikipedia's policies or guidelines . Please improve this article by removing excessive or inappropriate external links, and converting useful links where appropriate into footnote references . ( July 2024 ) ( Learn how and when to remove this message )"", 'This section does not cite any sources . Please help improve this section by adding citations to reliable sources . Unsourced material may be challenged and removed . ( July 2024 ) ( Learn how and when to remove this message )']"
https://en.wikipedia.org/wiki/Alan_Knight_(academic),"['1949 births', '2017 deaths', 'Australian non-fiction writers', 'Academic staff of Queensland University of Technology', 'Academic staff of Central Queensland University', 'Academic staff of the University of Technology Sydney']","{'Science': 0.25, 'Art': 6.43, 'Culture': 48.99, 'History': 43.32, 'Politics': 0.25, 'Environment': 0.25, 'Technology': 0.25, 'Economics': 0.25}",Culture,"['This article has multiple issues. Please help improve it or discuss these issues on the talk page . ( Learn how and when to remove these messages ) This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Alan Knight""\xa0academic – news · newspapers · books · scholar · JSTOR ( August 2018 ) ( Learn how and when to remove this message ) This biographical article is written like a résumé . Please help improve it by revising it to be neutral and encyclopedic . ( September 2021 ) ( Learn how and when to remove this message )', 'This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Alan Knight""\xa0academic – news · newspapers · books · scholar · JSTOR ( August 2018 ) ( Learn how and when to remove this message )', 'This biographical article is written like a résumé . Please help improve it by revising it to be neutral and encyclopedic . ( September 2021 )', 'This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( May 2018 )']"
https://en.wikipedia.org/wiki/Albrecht_Behmel,"['1971 births', 'Living people', 'German libertarians', 'Writers from Berlin', 'Postmodern writers', 'Humboldt University of Berlin alumni', 'Heidelberg University alumni', '20th-century German novelists', '21st-century German novelists', '20th-century German historians', 'German male novelists', 'German male dramatists and playwrights', '21st-century German dramatists and playwrights', '20th-century German male writers', '21st-century German male writers', 'German male non-fiction writers']","{'Science': 0.11, 'Art': 0.56, 'Culture': 39.95, 'History': 49.33, 'Politics': 0.11, 'Environment': 9.72, 'Technology': 0.11, 'Economics': 0.11}",History,['This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( May 2016 )']
https://en.wikipedia.org/wiki/Alexandrian_text-type,"['New Testament text-types', 'Ancient Alexandria']","{'Science': 0.79, 'Art': 25.4, 'Culture': 25.4, 'History': 23.81, 'Politics': 0.79, 'Environment': 22.22, 'Technology': 0.79, 'Economics': 0.79}",Art,"['This subsection may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2021 )', 'This subsection needs additional citations for verification . Please help improve this article by adding citations to reliable sources in this subsection. Unsourced material may be challenged and removed. Find sources: ""Alexandrian text-type"" – news · newspapers · books · scholar · JSTOR ( November 2021 ) ( Learn how and when to remove this message )']"
https://en.wikipedia.org/wiki/All-American_Bowl_(high_school_football),"['High school football games in the United States', 'High school sports in Texas', 'American football competitions in San Antonio', 'Annual sporting events in the United States', 'Recurring sporting events established in 2000']","{'Science': 0.22, 'Art': 26.31, 'Culture': 36.03, 'History': 23.47, 'Politics': 13.31, 'Environment': 0.22, 'Technology': 0.22, 'Economics': 0.22}",Culture,"['This section does not cite any sources . Please help improve this section by adding citations to reliable sources . Unsourced material may be challenged and removed . ( June 2017 ) ( Learn how and when to remove this message )', ""This section has multiple issues. Please help improve it or discuss these issues on the talk page . ( Learn how and when to remove these messages ) This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( July 2023 ) This section may contain an excessive amount of intricate detail that may interest only a particular audience . Please help by spinning off or relocating any relevant information, and removing excessive detail that may be against Wikipedia's inclusion policy . ( July 2023 ) ( Learn how and when to remove this message ) ( Learn how and when to remove this message )"", ""This section may contain an excessive amount of intricate detail that may interest only a particular audience . Please help by spinning off or relocating any relevant information, and removing excessive detail that may be against Wikipedia's inclusion policy . ( July 2023 ) ( Learn how and when to remove this message )"", 'This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( July 2023 )']"
https://en.wikipedia.org/wiki/All3Media,"['All3Media', 'Television production companies of the United Kingdom', 'Permira companies', 'Entertainment companies established in 2003', 'Mass media companies established in 2003', 'British companies established in 2003', 'Mass media companies based in London', '2024 mergers and acquisitions', 'Former Warner Bros. Discovery subsidiaries', 'Former joint ventures']","{'Science': 0.16, 'Art': 22.28, 'Culture': 22.28, 'History': 27.56, 'Politics': 27.23, 'Environment': 0.16, 'Technology': 0.16, 'Economics': 0.16}",History,"['This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""All3Media"" – news · newspapers · books · scholar · JSTOR ( December 2021 ) ( Learn how and when to remove this message )', 'This section contains a list that has not been properly sorted . See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2024 )', 'This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( December 2021 )', 'This section needs expansion with: names of recognisable brands/programming held by All3Media companies, with date information from source, allowing move of some extraneous detail from preceding list (e.g., Midsomer Murders ). You can help by adding to it . ( December 2021 )']"
https://en.wikipedia.org/wiki/Allan_Hancock_College,"['Allan Hancock College', 'California Community Colleges', 'Universities and colleges established in 1920', 'Santa Maria, California', 'Schools accredited by the Western Association of Schools and Colleges', 'Universities and colleges in Santa Barbara County, California', '1920 establishments in California', 'Two-year colleges in the United States']","{'Science': 0.17, 'Art': 16.42, 'Culture': 19.55, 'History': 33.4, 'Politics': 0.17, 'Environment': 29.92, 'Technology': 0.17, 'Economics': 0.17}",History,"[""This article has multiple issues. Please help improve it or discuss these issues on the talk page . ( Learn how and when to remove these messages ) This article's lead section may be too short to adequately summarize the key points . Please consider expanding the lead to provide an accessible overview of all important aspects of the article. ( January 2025 ) This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( April 2013 ) ( Learn how and when to remove this message )"", 'This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( April 2013 )', ""This article's lead section may be too short to adequately summarize the key points . Please consider expanding the lead to provide an accessible overview of all important aspects of the article. ( January 2025 )""]"
